Артикул;ID KIT;Найден у поставщика;Москва;Владивосток;Фото;Характеристики
00007990;214011;да;1;1;1;6
00007828;214010;да;14;17;1;8
00007826;214009;да;2;3;1;9
00007822;214008;да;1;3;1;9
00007804;214007;да;9;12;1;8
00007752;214006;нет;0;0;1;0
00007747;214005;да;1;0;1;9
00007745;214004;да;7;12;1;8
00006931;214003;да;0;1;1;6
00006818;214002;да;2;2;1;9
00004992;214001;да;1;1;1;9
00004873;214000;да;3;0;1;9
00004296;213999;да;21;11;1;11
00003153;213998;да;1;2;1;8
00003151;213997;да;16;11;1;8
00003139;213996;да;4;4;1;8
00003138;213995;нет;0;0;1;0
00002261;213994;да;11;12;1;8
11665889;213993;да;8;22;1;4
11665879;213992;да;3;7;1;3
11665868;213991;да;8;18;1;3
11665867;213990;да;5;13;1;3
11665862;213989;да;10;20;1;3
11665847;213988;да;5;11;1;3
11665812;213987;да;5;10;1;4
00199229;213986;да;2;0;1;2
00199228;213985;да;4;4;1;2
11608313;213984;да;1;2;1;5
11607916;213983;нет;0;0;1;0
11607741;213982;да;1;1;1;5
11596045;213981;да;1;0;1;7
11595935;213980;да;2;0;1;10
11595927;213979;да;5;0;1;10
11595920;213978;да;2;2;1;10
11595916;213977;да;1;0;1;10
11595871;213976;да;9;4;1;6
11595833;213975;да;30;17;1;10
11595826;213974;да;9;10;1;10
11595817;213973;да;2;3;1;5
11595807;213972;да;4;5;1;10
11595418;213971;да;1;0;1;6
11595417;213970;да;2;1;1;6
11595396;213969;нет;0;0;1;0
11595323;213968;да;2;2;1;10
11595269;213967;да;1;2;1;6
11595174;213966;да;3;4;1;10
11595134;213965;да;1;3;1;5
11595074;213964;да;0;1;1;10
11595071;213963;да;0;2;1;10
00192862;213962;да;7;0;1;9
00192861;213961;да;4;2;1;5
00192859;213960;да;3;2;1;9
00192852;213959;да;4;11;1;10
00192844;213958;да;0;3;1;9
00192839;213957;да;6;4;1;9
00192830;213956;да;1;1;1;9
00192827;213955;да;2;5;1;9
00192822;213954;да;7;10;1;9
00192808;213953;да;2;3;1;9
00192805;213952;да;3;7;1;9
00192793;213951;да;2;8;1;9
00192791;213950;да;4;9;1;9
00192787;213949;да;4;1;1;9
00192785;213948;да;4;0;1;9
00192782;213947;да;9;4;1;9
00192781;213946;нет;0;0;1;0
00192780;213945;да;3;5;1;9
00192771;213944;да;4;0;1;9
00192770;213943;да;4;5;1;5
00192769;213942;да;4;1;1;5
00192767;213941;да;2;5;1;9
00192745;213940;да;2;0;1;9
00192740;213939;да;3;4;1;9
00192738;213938;да;3;7;1;9
00192721;213937;да;4;0;1;9
00188771;213936;да;0;4;1;8
00188760;213935;да;6;10;1;8
00188375;213934;да;6;12;1;8
00188336;213933;да;4;15;1;4
00188333;213932;да;4;15;1;4
00188281;213931;да;9;10;1;4
00188274;213930;да;4;13;1;4
00188244;213929;да;3;14;1;4
00188243;213928;да;3;14;1;4
00188232;213927;да;3;15;1;4
00188147;213926;да;8;12;1;4
00188142;213925;да;5;15;1;4
00188106;213924;да;8;6;1;8
00188095;213923;да;8;12;1;8
00188065;213922;да;8;12;1;8
00188031;213921;да;5;15;1;4
00188025;213920;да;5;15;1;3
00188021;213919;да;10;20;1;4
00188010;213918;да;4;15;1;4
11452291;213917;да;17;4;1;3
11452290;213916;да;14;2;1;3
11452251;213915;да;5;14;1;3
11452249;213914;да;3;14;1;4
11452248;213913;да;5;14;1;4
11452242;213912;да;0;2;1;3
11452235;213911;да;2;5;1;3
11452220;213910;да;0;2;1;3
11452188;213909;да;6;14;1;4
11452187;213908;да;5;14;1;4
11452133;213907;да;7;0;1;3
11452126;213906;да;7;1;1;3
11452114;213905;да;15;11;1;4
11452104;213904;да;24;17;1;4
11452068;213903;да;20;7;1;3
11452067;213902;да;7;5;1;4
11452059;213901;да;15;4;1;4
11452042;213900;да;7;20;1;4
11450126;213899;да;6;4;1;8
11450124;213898;да;14;4;1;4
11450123;213897;да;13;12;1;8
11450115;213896;да;29;31;1;4
11450106;213895;да;29;30;1;4
11450086;213894;да;20;2;1;4
11450072;213893;да;36;22;1;4
11450061;213892;да;43;23;1;4
00177768;213891;да;4;3;1;5
00177757;213890;да;6;3;1;9
00177754;213889;да;6;2;1;8
00177752;213888;да;5;8;1;10
00177751;213887;да;1;5;1;8
00175644;213886;да;7;3;1;10
11350998;213885;да;0;1;1;9
00173669;213884;да;0;2;1;10
00159694;213883;да;7;8;1;9
00159683;213882;да;4;6;1;5
00159682;213881;да;9;19;1;5
00159678;213880;да;9;7;1;9
00159677;213879;да;8;3;1;5
00159675;213878;да;11;25;1;5
00159674;213877;да;6;4;1;5
00159667;213876;да;6;4;1;5
00159478;213875;нет;0;0;1;0
00159476;213874;да;6;0;1;9
00159196;213873;нет;0;0;1;0
00159195;213872;нет;0;0;1;0
00159138;213871;да;11;12;1;10
00159122;213870;да;6;2;1;9
00157222;213869;да;10;15;1;10
00157215;213868;да;8;5;1;10
00157015;213867;да;4;3;1;11
00157010;213866;да;17;11;1;11
00157009;213865;да;2;4;1;11
00157007;213864;да;6;11;1;11
00157006;213863;да;5;5;1;11
00157005;213862;да;8;4;1;11
00157001;213861;нет;0;0;1;0
00157000;213860;да;3;4;1;11
00156999;213859;да;19;23;1;11
00156998;213858;да;4;5;1;11
00156997;213857;да;5;9;1;11
00156996;213856;да;33;24;1;11
00156995;213855;да;1;2;1;11
00156994;213854;да;19;22;1;11
00156993;213853;да;10;7;1;11
00156991;213852;да;17;0;1;11
00156989;213851;да;53;8;1;11
00156986;213850;да;12;20;1;11
00156984;213849;да;18;11;1;11
00156983;213848;нет;0;0;1;0
00156980;213847;нет;0;0;1;0
00156979;213846;да;10;3;1;11
00156978;213845;нет;0;0;1;0
00156977;213844;да;6;4;1;11
00156976;213843;да;12;7;1;11
00156975;213842;да;3;3;1;11
00156971;213841;да;3;5;1;11
00156969;213840;да;1;4;1;6
00156967;213839;да;16;8;1;11
00156961;213838;нет;0;0;1;0
00156960;213837;да;3;12;1;10
00156957;213836;да;9;5;1;6
00156956;213835;да;4;5;1;10
00156954;213834;да;0;4;1;10
00156953;213833;нет;0;0;1;0
00156951;213832;да;6;3;1;11
00156950;213831;да;24;12;1;11
00156949;213830;да;11;12;1;11
00156948;213829;да;17;17;1;11
00156942;213828;да;4;9;1;11
00156941;213827;да;13;12;1;11
00156940;213826;да;3;0;1;11
00156939;213825;нет;0;0;1;0
00156936;213824;да;6;10;1;11
00156935;213823;да;19;13;1;11
00156934;213822;нет;0;0;1;0
00156933;213821;да;4;5;1;11
00156932;213820;да;9;11;1;11
00156931;213819;да;2;2;1;11
00156929;213818;да;1;1;1;11
00156928;213817;да;7;10;1;11
00156927;213816;да;3;6;1;11
00156926;213815;да;4;0;1;11
00156925;213814;да;4;3;1;11
00146184;213813;да;7;0;1;10
00146183;213812;да;10;18;1;10
11064072;213811;нет;0;0;1;0
11046093;213810;да;4;26;1;11
00114060;213809;да;20;60;1;11
00026165;213808;да;6;3;1;10
00073452;213807;да;0;1;1;11
00056192;213806;да;1;0;1;10
00034810;213805;да;2;1;1;10
00011674;213804;да;12;4;1;10
00010190;213803;да;2;1;1;11
00009196;213802;да;33;16;1;10
00008496;213801;да;0;2;1;11
00008086;213800;да;4;1;1;11
00007876;213799;да;9;12;1;11
00007875;213798;да;29;22;1;11
00007873;213797;да;6;0;1;11
00007872;213796;да;14;12;1;11
00007871;213795;да;7;0;1;11
00007870;213794;да;11;3;1;11
00007119;213793;да;12;5;1;11
00006961;213792;да;1;0;1;11
00003510;213791;да;16;4;1;15
00003509;213790;да;38;37;1;11
00003340;213789;да;36;16;1;11
00003339;213788;да;26;29;1;12
00002927;213787;да;17;11;1;11
00002229;213786;да;34;23;1;10
00001143;213785;да;26;0;1;11
00002360;213784;нет;0;0;1;0
00001216;213783;да;47;0;1;10
00000345;213782;да;73;44;1;10
00000341;213781;да;17;21;1;10
00179076;213780;да;2;0;1;12
00127855;213779;да;4;2;1;13
00127854;213778;нет;0;0;1;0
00127853;213777;да;19;5;1;13
00181375;213776;нет;0;0;1;0
00093973;213775;да;1;1;1;14
00093972;213774;да;0;1;1;14
00119226;213773;да;7;6;1;14
00099298;213772;да;27;36;1;14
00182579;213771;нет;0;0;1;0
00182577;213770;да;0;1;1;13
00199408;213769;нет;0;0;1;0
00198244;213768;да;0;1;0;4
00201401;213767;нет;0;0;1;0
00198625;213766;нет;0;0;1;0
00180139;213765;нет;0;0;1;0
00176609;213764;да;4;4;1;8
00165349;213763;да;0;12;1;4
00162238;213762;да;16;11;1;5
00075787;213761;нет;0;0;1;0
00199402;213760;нет;0;0;1;0
00201584;213759;нет;0;0;1;0
00189628;213758;да;6;7;1;14
00193721;213757;да;0;1;1;36
00189629;213756;да;9;8;1;14
00197744;213755;нет;0;0;1;0
00196718;213754;да;0;2;1;0
00193790;213753;да;0;2;1;2
00193789;213752;нет;0;0;1;0
00175419;213751;да;2;2;1;5
00175418;213750;нет;0;0;1;0
00165172;213749;да;11;6;1;5
00155109;213748;нет;0;0;1;0
00148643;213747;нет;0;0;1;0
00148642;213746;да;1;0;1;7
00181376;213745;да;1;0;1;13
00103706;213744;да;1;2;1;14
00094289;213743;да;1;0;1;14
00094288;213742;да;0;2;1;14
00119233;213741;да;1;0;1;14
00099299;213740;да;24;17;1;14
00182239;213739;да;2;0;1;12
00179078;213738;нет;0;0;1;0
00142274;213737;нет;0;0;1;0
00142272;213736;да;0;1;1;13
00142271;213735;да;3;1;1;13
00016080;213734;да;2;0;1;12
00009101;213733;да;0;1;1;13
11608397;213732;да;4;6;1;5
11608393;213731;да;3;4;1;5
11608311;213730;да;2;7;1;5
11607881;213729;да;5;3;1;5
11607868;213728;да;1;1;1;4
11607545;213727;да;4;6;1;3
00196327;213726;да;1;5;1;5
11596056;213725;да;1;3;1;6
11595954;213724;да;0;1;1;10
11595953;213723;да;2;1;1;10
11595952;213722;да;26;13;1;10
11595951;213721;да;2;3;1;10
11595950;213720;да;1;2;1;10
11595948;213719;да;1;3;1;10
11595947;213718;да;1;1;1;10
11595945;213717;да;5;6;1;10
11595943;213716;да;1;3;1;10
11595941;213715;да;3;0;1;10
11595940;213714;да;0;2;1;10
11595938;213713;да;1;1;1;10
11595937;213712;да;2;0;1;10
11595936;213711;да;6;7;1;10
11595934;213710;да;6;11;1;10
11595933;213709;нет;0;0;1;0
11595932;213708;нет;0;0;1;0
11595931;213707;да;1;1;1;10
11595928;213706;да;6;3;1;10
11595926;213705;да;10;9;1;10
11595925;213704;да;18;8;1;10
11595924;213703;да;0;1;1;10
11595922;213702;да;45;44;1;10
11595921;213701;нет;0;0;1;0
11595919;213700;да;35;43;1;10
11595918;213699;да;28;29;1;10
11595914;213698;да;12;7;1;10
11595912;213697;да;7;0;1;10
11595896;213696;да;25;16;1;10
11595465;213695;да;0;1;1;5
11595420;213694;нет;0;0;1;0
11595368;213693;да;7;12;1;10
11595334;213692;да;3;2;1;10
11595332;213691;нет;0;0;1;0
11595324;213690;да;0;1;1;10
11595322;213689;да;12;9;1;10
11595277;213688;да;4;2;1;6
11595274;213687;да;1;3;1;6
11595271;213686;да;2;3;1;10
11595270;213685;да;3;4;1;10
11595267;213684;да;20;11;1;10
11595266;213683;да;0;1;1;6
11595265;213682;да;11;5;1;6
11595264;213681;да;1;1;1;10
11595262;213680;да;0;2;1;6
11595261;213679;да;2;0;1;10
11595260;213678;да;7;4;1;10
11595259;213677;да;1;2;1;6
11595258;213676;да;1;0;1;10
11595256;213675;нет;0;0;1;0
11595255;213674;да;8;4;1;10
11595254;213673;да;2;2;1;10
11595251;213672;да;2;0;1;6
11595250;213671;да;1;2;1;6
11595249;213670;да;4;2;1;6
11595244;213669;да;6;3;1;10
11595243;213668;да;20;31;1;10
11595091;213667;да;9;5;1;10
11595084;213666;да;0;1;1;10
11595083;213665;да;0;1;1;10
11595082;213664;да;3;5;1;10
11595080;213663;да;5;4;1;10
11595078;213662;да;3;2;1;10
11595077;213661;да;1;3;1;10
11595076;213660;да;2;3;1;10
11595075;213659;да;1;0;1;10
11595073;213658;да;0;1;1;10
11595072;213657;да;9;10;1;10
11595069;213656;да;10;9;1;10
11595068;213655;да;13;18;1;10
00192864;213654;да;3;0;1;9
00192851;213653;да;2;0;1;5
00192850;213652;да;11;5;1;9
00192845;213651;да;6;3;1;9
00192821;213650;да;4;6;1;9
00192810;213649;да;4;2;1;9
00178001;213648;да;5;5;1;10
00176017;213647;да;4;14;1;10
11351730;213646;да;1;3;1;10
11350124;213645;да;1;3;1;10
11252463;213644;нет;0;0;1;0
00162006;213643;да;2;3;1;5
00159684;213642;да;42;20;1;9
00159679;213641;да;5;3;1;5
00159668;213640;да;14;6;1;9
00159498;213639;да;9;2;1;5
00159475;213638;да;5;6;1;9
00159155;213637;да;8;7;1;10
00157014;213636;да;4;3;1;11
00157013;213635;да;4;6;1;11
00157012;213634;да;3;3;1;11
00157002;213633;да;7;12;1;11
00156992;213632;да;5;0;1;12
00156985;213631;да;20;8;1;11
00156982;213630;да;5;4;1;11
00156981;213629;да;4;5;1;11
00156972;213628;да;7;4;1;11
00156970;213627;да;11;6;1;11
00156966;213626;да;10;5;1;11
00156963;213625;да;4;3;1;11
00156962;213624;да;11;7;1;11
00156955;213623;да;1;0;1;10
00156952;213622;да;5;5;1;11
00156947;213621;да;2;2;1;11
00156937;213620;да;5;9;1;11
00156930;213619;да;9;3;1;11
00156924;213618;да;11;19;1;11
11083193;213617;да;26;28;1;10
11083157;213616;да;2;2;1;10
11059420;213615;да;26;46;1;10
11056698;213614;да;2;5;1;10
00097826;213613;да;0;2;1;2
11032179;213612;да;6;13;1;11
00068143;213611;да;0;14;1;11
11026261;213610;нет;0;0;1;0
11020677;213609;да;0;1;1;5
00116302;213608;нет;0;0;1;0
11003469;213607;нет;0;0;1;0
00104963;213606;да;4;10;1;11
00099921;213605;да;2;9;1;11
00073793;213604;да;2;2;1;11
00073480;213603;да;4;9;1;11
00073290;213602;да;4;10;1;11
00073217;213601;да;4;20;1;11
00056189;213600;да;0;4;1;11
00046017;213599;да;2;8;1;11
00040120;213598;да;1;0;1;10
00036526;213597;да;4;21;1;11
29433;213596;да;0;1;1;11
27513;213595;нет;0;0;1;0
25605;213594;да;1;0;1;11
00017224;213593;да;0;4;1;11
00016764;213592;да;0;8;1;6
00015776;213591;да;2;44;1;11
00015761;213590;да;0;3;1;10
00013936;213589;да;0;1;1;6
00012714;213588;да;0;1;1;11
00012713;213587;да;2;4;1;11
00012370;213586;да;1;2;1;11
00012180;213585;да;0;9;1;11
00012167;213584;да;2;14;1;11
00011367;213583;да;2;6;1;11
00011351;213582;да;0;3;1;10
00011120;213581;да;0;5;1;10
00010189;213580;да;0;2;1;11
00010130;213579;да;8;30;1;11
00010129;213578;да;2;2;1;11
00008384;213577;да;2;4;1;11
00008254;213576;да;2;7;1;11
00007984;213575;да;4;9;1;11
00007878;213574;да;3;2;1;12
00007452;213573;да;2;12;1;11
00006730;213572;да;0;1;1;8
00005263;213571;да;10;17;1;11
00004930;213570;да;2;3;1;11
00004721;213569;да;10;35;1;11
00002930;213568;да;4;0;1;13
11608325;213567;да;1;3;1;6
11608116;213566;да;0;1;1;6
11608108;213565;да;0;1;1;6
11607899;213564;да;8;4;1;5
11607894;213563;да;4;6;1;5
11607893;213562;да;6;9;1;5
11607887;213561;да;1;2;1;6
11607885;213560;да;4;2;1;6
11607727;213559;да;2;3;1;5
11607715;213558;да;3;4;1;5
11607710;213557;да;0;1;1;6
11607709;213556;да;1;3;1;6
11607679;213555;да;1;1;1;5
11607676;213554;да;5;15;1;5
11607673;213553;да;1;1;1;5
11607671;213552;да;4;6;1;5
11607670;213551;да;4;6;1;5
11607652;213550;да;3;4;1;6
11607650;213549;да;2;3;1;6
11607647;213548;да;0;1;1;6
11607645;213547;да;6;9;1;5
11607633;213546;нет;0;0;1;0
11607616;213545;да;1;3;1;6
11607604;213544;да;12;6;1;5
11607591;213543;да;4;6;1;5
11607585;213542;да;3;4;1;6
11607580;213541;да;0;1;1;6
11607568;213540;да;0;1;1;6
11607536;213539;да;5;15;1;5
11597944;213538;да;2;6;1;6
11597938;213537;да;4;6;1;6
11597937;213536;да;4;6;1;6
11597874;213535;да;6;3;1;6
11597851;213534;да;5;10;1;6
11597847;213533;да;5;2;1;7
11597843;213532;да;2;3;1;6
11597835;213531;да;5;8;1;6
11595869;213530;да;1;1;1;7
11595846;213529;да;0;1;1;8
11595845;213528;да;4;6;1;8
11595802;213527;да;5;6;1;8
11595782;213526;да;2;3;1;8
11595776;213525;да;14;7;1;7
11595767;213524;да;1;1;1;7
11595766;213523;да;2;3;1;7
11595763;213522;да;0;1;1;7
11595757;213521;да;1;0;1;6
11595746;213520;да;2;3;1;8
11595712;213519;да;1;3;1;7
11595663;213518;да;10;16;1;7
11595643;213517;да;1;3;1;7
11595631;213516;да;2;3;1;7
11595620;213515;да;2;0;1;7
11595592;213514;да;0;2;1;7
11595531;213513;нет;0;0;1;0
11595530;213512;да;2;0;1;7
11595444;213511;да;2;0;1;7
11595438;213510;да;6;7;1;7
11595437;213509;да;13;15;1;7
11595341;213508;да;6;3;1;7
11595337;213507;да;1;3;1;7
11595333;213506;да;0;1;1;7
11595321;213505;да;12;14;1;7
11595298;213504;нет;0;0;1;0
11595296;213503;да;0;1;1;7
11595282;213502;да;0;1;1;7
11595108;213501;да;7;7;1;7
11595097;213500;да;2;1;1;7
11595095;213499;да;2;2;1;7
11595092;213498;да;9;5;1;9
11595040;213497;да;7;5;1;6
00194921;213496;да;8;13;1;5
00192867;213495;да;5;3;1;6
00192866;213494;да;5;3;1;6
00192847;213493;да;4;6;1;6
00192728;213492;да;9;9;1;6
00185679;213491;да;26;569;1;6
11420986;213490;да;1;3;1;6
11420985;213489;да;1;1;1;6
11388696;213488;да;0;2;1;6
00172684;213487;да;8;11;1;6
00054408;213486;да;0;1;1;6
11250940;213485;да;1;1;1;7
00164943;213484;да;0;1;1;6
00159157;213483;да;10;5;1;7
00159124;213482;да;5;2;1;7
00159097;213481;да;4;7;1;7
00156814;213480;да;6;4;1;8
00156813;213479;да;2;0;1;8
00156807;213478;да;1;2;1;8
00156789;213477;да;13;0;1;7
00156776;213476;да;3;4;1;7
11094943;213475;да;0;1;1;6
11086762;213474;да;0;1;1;6
00146117;213473;да;21;9;1;8
00146105;213472;да;2;4;1;9
00146095;213471;да;6;4;1;9
00146083;213470;да;4;8;1;8
00146077;213469;да;6;9;1;7
00146064;213468;нет;0;0;1;0
00146061;213467;да;5;3;1;8
00146060;213466;да;1;1;1;8
00146058;213465;да;27;37;1;8
11046943;213464;да;0;2;1;5
11030024;213463;да;0;1;1;6
00118025;213462;да;0;1;1;6
00108292;213461;да;4;9;1;5
00107288;213460;да;1;3;1;7
00086497;213459;да;0;3;1;6
00080679;213458;да;2;3;1;6
00074623;213457;да;0;2;1;7
00066523;213456;да;0;6;1;6
00066522;213455;да;0;7;1;6
00066520;213454;да;0;3;1;5
00066478;213453;да;0;7;1;6
00066467;213452;да;0;5;1;5
00066465;213451;да;0;9;1;5
00066462;213450;да;0;4;1;6
00066450;213449;да;0;3;1;5
00066449;213448;да;0;9;1;5
00066448;213447;да;0;9;1;5
00066357;213446;да;0;4;1;5
00066286;213445;да;0;5;1;6
00064445;213444;да;0;1;1;6
00061315;213443;да;1;3;1;6
00043250;213442;да;1;5;1;5
00043249;213441;да;5;13;1;6
00036903;213440;да;0;2;1;6
00036053;213439;да;1;0;1;7
00034813;213438;да;0;1;1;6
40877;213437;да;1;0;1;6
28361;213436;да;1;1;1;6
27750;213435;да;0;1;1;6
27426;213434;да;2;26;1;5
26635;213433;да;0;1;1;8
26455;213432;да;2;13;1;6
00013877;213431;нет;0;0;1;0
00013406;213430;да;2;3;1;7
00012548;213429;да;0;1;1;2
00011973;213428;да;36;0;1;8
00009320;213427;нет;0;0;1;0
00008564;213426;да;0;1;1;7
00008497;213425;да;119;1137;1;6
00008406;213424;нет;0;0;1;0
00008265;213423;да;1;2;1;6
00008264;213422;да;7;0;1;6
00007821;213421;да;5;3;1;10
00007814;213420;нет;0;0;1;0
00007806;213419;да;8;8;1;8
00007640;213418;да;9;0;1;9
00007308;213417;нет;0;0;1;0
00006914;213416;да;1;2;1;6
00004871;213415;нет;0;0;1;0
00004303;213414;нет;0;0;1;0
00000326;213413;да;5;9;1;8
00199281;213412;да;0;1;1;25
00199280;213411;да;1;0;1;23
00188400;213410;да;1;0;1;21
00186828;213409;да;1;0;1;17
00184793;213408;да;3;2;1;20
00184792;213407;да;2;0;1;21
00180205;213406;да;30;26;1;15
00180204;213405;да;27;28;1;15
00180203;213404;да;12;4;1;15
00176967;213403;да;9;8;1;14
00176966;213402;да;14;12;1;14
00176964;213401;да;17;13;1;15
00191448;213400;да;3;2;1;11
00191446;213399;да;39;33;1;15
00191445;213398;да;6;3;1;15
00190216;213397;да;1;0;1;15
00190212;213396;да;9;1;1;14
00190211;213395;да;2;0;1;15
00186824;213394;нет;0;0;1;0
00186823;213393;да;1;0;1;12
00184776;213392;да;2;0;1;12
00195006;213391;да;1;0;1;4
00195005;213390;да;2;0;1;5
00186851;213389;да;6;3;1;6
00186850;213388;да;2;0;1;5
00190220;213387;да;2;2;1;11
00190219;213386;нет;0;0;1;0
00186844;213385;да;4;0;1;10
00199074;213384;нет;0;0;1;0
00199073;213383;нет;0;0;1;0
00199072;213382;да;0;6;1;7
00193568;213381;да;1;0;1;9
00193566;213380;нет;0;0;1;0
00193565;213379;нет;0;0;1;0
00193564;213378;нет;0;0;1;0
00193562;213377;да;5;0;1;8
00193560;213376;да;8;0;1;8
00193559;213375;да;4;0;1;8
11420075;213374;да;6;0;1;6
11387147;213373;да;5;0;1;6
11380234;213372;нет;0;0;1;0
00195680;213371;да;16;59;1;4
00195679;213370;да;10;0;1;6
11541971;213369;нет;0;0;1;0
11541967;213368;нет;0;0;1;0
11541963;213367;нет;0;0;1;0
11541962;213366;да;2;1;1;25
11665823;213365;да;1;3;1;3
11608447;213364;да;0;1;1;6
11608391;213363;да;1;1;1;5
11608329;213362;да;1;2;1;5
11608321;213361;да;1;1;1;6
11608319;213360;да;2;2;1;6
11608317;213359;да;4;6;1;6
11608277;213358;да;0;1;1;6
11608233;213357;да;0;1;1;5
11608201;213356;нет;0;0;1;0
11608181;213355;нет;0;0;1;0
11608147;213354;да;0;1;1;6
11608042;213353;нет;0;0;1;0
11608006;213352;да;4;2;1;7
11608004;213351;да;0;1;1;5
11607994;213350;нет;0;0;1;0
11607964;213349;да;1;2;1;6
11607901;213348;да;1;2;1;6
11607747;213347;да;1;1;1;6
11607612;213346;нет;0;0;1;0
11595859;213345;да;1;1;1;6
11595858;213344;да;2;8;1;7
11595806;213342;да;1;1;1;8
00193137;213340;да;0;1;1;4
00162484;213328;нет;0;0;1;0
00010198;213311;да;1;2;1;6
11665885;213310;да;8;12;1;3
11665869;213309;да;8;0;1;3
11665858;213308;да;8;16;1;3
11665853;213307;да;5;10;1;3
11665852;213306;да;10;30;1;3
11665843;213305;да;2;6;1;3
11665829;213304;да;20;30;1;3
00202289;213303;да;0;1;1;1
11607906;213301;да;10;17;1;5
11607875;213300;да;3;4;1;5
11607874;213299;да;2;9;1;5
11607845;213298;да;20;30;1;5
11607842;213297;да;10;20;1;5
11607834;213296;да;12;6;1;5
11607826;213295;да;10;13;1;5
11607680;213293;да;5;15;1;5
11607672;213292;да;15;40;1;5
11607669;213291;да;1;2;1;6
11607572;213290;да;5;15;1;5
11596057;213288;да;5;0;1;6
11596054;213287;да;3;3;1;6
11596051;213286;да;4;3;1;6
11596049;213285;да;6;5;1;6
11596043;213284;да;9;6;1;6
11596042;213283;да;2;2;1;6
11596039;213282;да;2;0;1;6
11596038;213281;да;3;3;1;6
11596036;213280;да;2;3;1;6
11595982;213279;да;2;0;1;6
11595980;213278;нет;0;0;1;0
11595979;213277;да;1;0;1;6
11595974;213276;нет;0;0;1;0
11595973;213275;да;5;7;1;6
11595968;213274;да;7;0;1;6
11595966;213273;да;1;1;1;6
11595964;213272;да;0;2;1;6
11595963;213271;да;3;4;1;6
11595962;213270;да;1;1;1;6
11595961;213269;да;3;0;1;6
11595960;213268;да;1;3;1;6
11595957;213267;да;10;5;1;6
11595956;213266;нет;0;0;1;0
11595910;213265;да;2;0;1;7
11595908;213264;да;4;2;1;7
11595907;213263;да;2;0;1;6
11595906;213262;да;5;2;1;6
11595905;213261;да;7;3;1;6
11595898;213260;да;3;2;1;6
11595843;213259;да;4;1;1;6
11595821;213258;да;6;0;1;6
11595819;213257;да;2;1;1;6
11595818;213256;да;2;3;1;7
11595627;213255;да;0;1;1;6
11595583;213254;да;1;0;1;6
11595471;213253;да;1;0;1;7
11595454;213252;да;1;3;1;6
11595406;213251;да;1;1;1;6
11595404;213250;да;1;1;1;6
11595393;213249;да;1;3;1;6
11595359;213248;да;5;3;1;6
11595290;213246;да;0;2;1;6
11595253;213245;да;0;1;1;6
11595238;213244;да;2;1;1;6
11595235;213243;да;1;1;1;6
11595232;213242;да;1;2;1;6
11595231;213241;да;1;1;1;6
11595230;213240;да;1;2;1;6
11595153;213239;да;1;3;1;6
11595151;213238;да;4;4;1;6
11595067;213237;да;0;5;1;6
11595066;213236;да;2;0;1;6
00192857;213235;да;4;6;1;5
00192853;213234;да;5;10;1;5
00192812;213233;да;4;6;1;5
00192807;213232;да;1;2;1;5
00192744;213231;да;3;0;1;5
11562473;213230;да;1;2;1;2
11560370;213229;да;2;9;1;3
00192315;213228;да;2;3;1;5
00192260;213227;да;1;2;1;3
00192259;213226;да;0;1;1;3
11497653;213224;да;2;2;1;3
11497652;213223;да;2;6;1;3
11497576;213222;да;2;4;1;3
11497552;213221;да;4;6;1;3
11497548;213220;да;2;6;1;3
11497544;213219;да;2;4;1;3
11497542;213218;да;4;6;1;3
11497540;213217;да;1;6;1;3
11497537;213216;да;1;1;1;3
11497534;213215;да;0;1;1;3
11497533;213214;да;4;4;1;3
11497532;213213;да;4;6;1;3
11497531;213212;да;4;6;1;3
11497530;213211;да;4;3;1;3
11497528;213210;да;2;4;1;3
11497526;213209;да;4;6;1;3
11497525;213208;да;4;7;1;3
11497523;213207;да;2;2;1;3
11497519;213206;да;2;2;1;3
11497518;213205;да;2;2;1;3
11497517;213204;да;2;8;1;3
11497513;213203;нет;0;0;1;0
11497512;213202;да;1;1;1;3
11497510;213201;да;0;2;1;3
11497509;213200;да;1;1;1;3
11497506;213199;да;0;1;1;3
11497505;213198;да;0;4;1;3
11497500;213197;да;2;0;1;3
11497432;213196;да;2;4;1;3
00188725;213194;да;2;2;1;3
00188722;213193;да;2;14;1;3
00188261;213191;да;2;7;1;3
00188252;213190;да;2;8;1;3
00188064;213189;да;2;8;1;3
00188027;213188;да;2;3;1;3
11452219;213187;да;8;4;1;3
11452204;213186;да;2;4;1;3
11452190;213185;да;3;2;1;3
11452175;213183;да;15;10;1;3
11452173;213182;да;5;6;1;3
11452162;213181;да;17;2;1;3
11452155;213180;да;8;2;1;3
11452148;213179;да;3;7;1;3
11452134;213178;да;7;2;1;3
11452127;213177;да;7;3;1;3
11452125;213176;да;22;5;1;3
11452115;213175;да;7;5;1;3
11452111;213174;да;7;3;1;3
11452028;213173;да;0;1;1;3
11452025;213172;да;2;1;1;3
11452013;213171;да;4;2;1;3
11451989;213170;да;1;0;1;3
11451982;213169;да;2;0;1;3
11451965;213168;да;0;1;1;3
11451963;213167;да;2;0;1;3
11451951;213166;да;0;1;1;3
11451950;213165;да;0;1;1;3
11451943;213164;да;1;1;1;3
11451936;213163;да;1;1;1;3
11451934;213162;да;2;2;1;3
11450209;213161;да;1;0;1;4
11450201;213160;да;0;1;1;3
11450194;213159;да;0;1;1;4
11450180;213158;да;3;2;1;3
